UNIPROT:P97823	#e4d9d2	W10
UNIPROT:Q8BVE3	#f2cab5	W10
UNIPROT:A0A0A6YX18	#f2cab5	W10
UNIPROT:Q9D881	#bad0f8	W10
UNIPROT:Q8QZS1	#5f7fe8	W10
UNIPROT:O54754	#b40426	W10
UNIPROT:G3X8P9	#b40426	W10
UNIPROT:G3X982	#f6bfa6	W10
UNIPROT:Q8C6Q4	#f6bfa6	W10
UNIPROT:Q9CW59	#f6bfa6	W10
UNIPROT:Q3TYQ9	#f7b99e	W10
UNIPROT:Q9CQZ6	#b7cff9	W10
UNIPROT:Q91VD9	#98b9ff	W10
UNIPROT:O88844	#f7b093	W10
UNIPROT:P51174	#b40426	W10
UNIPROT:A0A0R4J083	#b40426	W10
UNIPROT:Q9CZW4	#f7b599	W10
UNIPROT:E9PUC2	#f7b599	W10
UNIPROT:E9PUQ8	#bcd2f7	W10
UNIPROT:Q99LC3	#6b8df0	W10
UNIPROT:Q9JLJ2	#a7c5fe	W10
UNIPROT:Q3TMT4	#a7c5fe	W10
UNIPROT:Q3U367	#a7c5fe	W10
UNIPROT:Q3V1N7	#a7c5fe	W10
UNIPROT:Q9CZB0	#dfdbd9	W10
UNIPROT:Q91WD5	#e3d9d3	W10
UNIPROT:P97807	#dadce0	W10
UNIPROT:Q91YX5	#a6c4fe	W10
UNIPROT:E9QL80	#a6c4fe	W10
UNIPROT:Q3UZK0	#a6c4fe	W10
UNIPROT:Q6A0A4	#a6c4fe	W10
UNIPROT:Q91VR2	#c5d6f2	W10
UNIPROT:A2AKU9	#c5d6f2	W10
UNIPROT:Q3UD06	#c5d6f2	W10
UNIPROT:Q8C2Q8	#c5d6f2	W10
UNIPROT:A2AJ88	#afcafc	W10
UNIPROT:Q8BWM0	#6a8bef	W10
UNIPROT:Q9DCJ5	#7da0f9	W10
UNIPROT:Q64521	#a9c6fd	W10
UNIPROT:P56384	#bed2f6	W10
UNIPROT:Q14BC2	#bed2f6	W10
UNIPROT:Q9DCT2	#edd2c3	W10
UNIPROT:Q80UP3	#c0d4f5	W10
UNIPROT:A0A668KL90	#c0d4f5	W10
UNIPROT:A2AHJ7	#c0d4f5	W10
UNIPROT:A2AHK0	#c0d4f5	W10
UNIPROT:Q9JHI5	#e2dad5	W10
UNIPROT:Q50L42	#c9d7f0	W10
UNIPROT:Q91VA7	#f7b396	W10
UNIPROT:Q99L43	#de614d	W10
UNIPROT:A2AMQ5	#de614d	W10
UNIPROT:Q6PBC0	#de614d	W10
UNIPROT:Q8BX08	#de614d	W10
UNIPROT:Q8C0L9	#f5c0a7	W10
UNIPROT:Q80ZM8	#b40426	W10
UNIPROT:A0A0C3SFZ5	#b40426	W10
UNIPROT:Q99NB1	#3b4cc0	W10
UNIPROT:Q3UJ89	#3b4cc0	W10
UNIPROT:Q69Z91	#3b4cc0	W10
UNIPROT:Q9QXG4	#8fb1fe	W10
UNIPROT:O35074	#cad8ef	W10
UNIPROT:P56382	#a9c6fd	W10
UNIPROT:Q545F5	#a9c6fd	W10
UNIPROT:Q9CQH3	#b2ccfb	W10
UNIPROT:D3Z568	#b2ccfb	W10
UNIPROT:Q99MR8	#aec9fc	W10
UNIPROT:Q9CQY9	#e3d9d3	W10
UNIPROT:Q9CQQ7	#cfdaea	W10
UNIPROT:Q5I0W0	#cfdaea	W10
UNIPROT:Q8BGS7	#edd1c2	W10
UNIPROT:P53395	#f2cbb7	W10
UNIPROT:Q9EPR2	#c0d4f5	W10
UNIPROT:Q9CX98	#b5cdfa	W10
UNIPROT:Q91VM9	#bcd2f7	W10
UNIPROT:D3Z636	#bcd2f7	W10
UNIPROT:P28474	#f0cdbb	W10
UNIPROT:Q6P5I3	#f0cdbb	W10
UNIPROT:P45952	#f2cab5	W10
UNIPROT:P28271	#f7aa8c	W10
UNIPROT:Q3UIU2	#f7ba9f	W10
UNIPROT:A2AP31	#f7ba9f	W10
UNIPROT:Q91Z53	#3b4cc0	W10
UNIPROT:Q3T9Z2	#3b4cc0	W10
UNIPROT:Q9CZS1	#4c66d6	W10
UNIPROT:Q9CR51	#d6dce4	W10
UNIPROT:Q5HZY7	#d6dce4	W10
UNIPROT:A6ZI46	#b40426	W10
UNIPROT:Q9D0F9	#7ea1fa	W10
UNIPROT:Q3U6X6	#7ea1fa	W10
UNIPROT:Q99JY8	#445acc	W10
UNIPROT:Q99LJ6	#bd1f2d	W10
UNIPROT:Q3TNK3	#bd1f2d	W10
UNIPROT:P99028	#ead4c8	W10
UNIPROT:Q9JII6	#a5c3fe	W10
UNIPROT:Q540D7	#a5c3fe	W10
UNIPROT:Q80XJ7	#a5c3fe	W10
UNIPROT:Q91V37	#ead5c9	W10
UNIPROT:Q3U889	#ead5c9	W10
UNIPROT:Q99LY9	#b7cff9	W10
UNIPROT:P38060	#f7a889	W10
UNIPROT:Q9WTL7	#a1c0ff	W10
UNIPROT:Q9CQA3	#cfdaea	W10
UNIPROT:P17182	#f6bfa6	W10
UNIPROT:Q5FW97	#f6bfa6	W10
UNIPROT:Q9DB60	#e16751	W10
UNIPROT:Q8BMS1	#d65244	W10
UNIPROT:Q99JY0	#7295f4	W10
UNIPROT:Q80TA1	#f7b99e	W10
UNIPROT:Q3TTY0	#3b4cc0	W10
UNIPROT:Q8K255	#3b4cc0	W10
UNIPROT:Q8BSF4	#f7b599	W10
UNIPROT:E9PX91	#f7b599	W10
UNIPROT:Q505E1	#f7b599	W10
UNIPROT:Q9EPL9	#3b4cc0	W10
UNIPROT:Q3TAW3	#3b4cc0	W10
