Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT"
B098_RP,Hexanoylcarnitine,259.1786,17.42,0.0,-0.6,-0.3,-2.2,-5.1,-2.9,-1.6,-4.8,-3.2,1.000,1.000,1.000,0.000,0.000,0.000,0.001,0.000,0.000,1.0E+06,9.0E+05,6.4E+05,8.0E+05,7.3E+05,4.9E+05,5.1E+05,5.9E+05,5.0E+06,2.2E+06,2.3E+06,1.4E+06,2.2E+06,1.9E+06,4.1E+06,2.5E+06,2.5E+07,2.4E+07,2.4E+07,1.6E+07,2.4E+07,2.0E+07,2.0E+07,1.9E+07,8.2E+05,8.9E+04,8.9E+04,8.7E+04,7.9E+05,8.2E+05,9.6E+04,16.4,9.2,21.9,40.5,27.2,29.5
B099_RP,Υ-L-Glutamyl-L-glutamic acid,276.0959,6.02,0.2,0.0,-0.1,2.8,2.3,-0.5,3.1,2.7,-0.4,1.000,1.000,1.000,0.000,0.001,0.667,0.000,0.000,1.000,1.2E+08,1.7E+08,1.3E+08,9.1E+07,1.1E+08,2.4E+08,2.2E+08,1.3E+08,8.3E+06,1.8E+07,1.7E+07,1.7E+07,1.9E+07,8.8E+06,2.3E+07,3.2E+07,2.6E+07,2.2E+07,2.4E+07,1.7E+07,2.1E+07,3.8E+07,3.7E+07,2.4E+07,2.1E+05,1.9E+05,2.0E+05,1.8E+05,1.8E+05,1.7E+05,1.7E+05,35.5,26.1,50.0,37.1,40.5,35.7
B100_RP,N-Acetyl-1-aspartylglutamic acid,304.0908,10.28,0.3,0.1,-0.4,-1.3,-0.2,1.1,-1.0,0.5,1.6,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.056,0.000,3.5E+08,5.7E+08,4.1E+08,4.0E+08,3.6E+08,5.0E+08,3.2E+08,4.0E+08,9.3E+08,9.8E+08,8.3E+08,8.4E+08,8.7E+08,9.0E+08,7.9E+08,9.1E+08,4.6E+08,4.3E+08,4.8E+08,3.1E+08,3.5E+08,3.0E+08,3.2E+08,3.0E+08,2.4E+05,2.4E+05,2.9E+05,2.5E+05,2.7E+05,2.3E+05,3.2E+05,18.2,19.4,6.1,7.0,17.2,9.5
B101_RP,L-Glutathione (reduced),307.0838,7.40,-0.1,0.0,-0.5,0.5,-0.2,-0.6,0.4,0.2,-0.2,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.794,1.000,4.5E+09,3.0E+06,4.0E+09,4.5E+09,4.3E+09,3.5E+09,4.2E+09,4.6E+09,3.4E+09,3.2E+09,3.1E+09,2.8E+09,2.8E+09,2.9E+09,3.2E+09,3.3E+09,5.2E+09,4.9E+09,5.6E+09,3.5E+09,4.5E+09,3.3E+09,4.4E+09,3.6E+09,4.6E+05,7.3E+05,4.3E+05,4.9E+05,6.1E+05,4.2E+05,5.3E+05,18.3,11.3,7.4,8.6,68.5,4.5
B102_RP,N-Acetylneuraminic acid,309.1061,4.39,-0.1,0.4,-0.3,1.5,3.9,2.4,1.1,4.1,3.0,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.1E+08,1.3E+08,1.2E+08,1.0E+08,1.1E+08,1.0E+08,1.0E+08,1.0E+08,4.5E+07,5.2E+07,3.5E+07,4.7E+07,4.2E+07,6.1E+07,3.4E+07,4.7E+07,7.2E+06,8.6E+06,8.9E+06,5.4E+06,7.8E+06,6.9E+06,5.6E+06,4.8E+06,2.0E+05,1.9E+05,1.8E+05,1.8E+05,1.7E+05,1.8E+05,1.7E+05,27.0,18.6,13.1,13.9,14.1,9.1
B103_RP,Uridine monophosphate (UMP),324.0360,5.45,-0.1,0.2,0.0,-1.5,0.0,1.5,-1.8,-0.1,1.7,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.6E+08,1.8E+08,1.9E+08,1.3E+08,1.4E+08,1.3E+08,1.4E+08,1.4E+08,5.2E+08,4.8E+08,4.3E+08,4.0E+08,3.9E+08,5.0E+08,4.2E+08,4.8E+08,9.7E+07,9.9E+07,1.5E+08,1.7E+08,1.7E+08,2.7E+08,1.5E+08,1.3E+08,8.2E+05,8.5E+05,7.7E+05,6.4E+05,1.6E+06,1.6E+06,1.2E+06,44.6,22.1,10.1,12.5,15.3,16.3
B104_RP,3'-Adenosine monophosphate (3'-AMP),347.0631,6.04,-0.1,0.1,0.1,0.8,1.7,1.0,0.6,1.6,1.0,1.000,1.000,1.000,0.239,0.000,0.007,0.272,0.000,0.011,3.2E+09,4.2E+09,3.4E+09,3.1E+09,3.0E+09,2.4E+09,2.6E+09,2.8E+09,2.7E+09,2.1E+09,1.7E+09,1.9E+09,1.5E+09,1.9E+09,2.0E+09,2.0E+09,6.9E+08,6.0E+08,9.3E+08,9.9E+08,1.1E+09,1.5E+09,9.3E+08,9.4E+08,1.1E+06,1.1E+06,7.0E+05,7.6E+05,7.9E+05,7.4E+05,4.2E+05,38.1,18.2,4.4,26.6,24.7,11.5
B105_RP,4-Hydroxytamoxifen,387.2198,26.07,0.1,1.9,0.0,-5.1,-0.6,4.6,-7.0,-0.5,6.5,1.000,1.000,1.000,0.280,1.000,0.380,0.057,1.000,0.074,1.0E+05,1.1E+05,1.0E+05,1.0E+05,1.0E+05,1.1E+05,1.0E+05,1.7E+05,1.0E+05,1.1E+05,6.7E+06,1.1E+08,2.5E+06,2.3E+06,4.8E+06,2.6E+07,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.6E+05,2.0E+05,1.5E+05,1.5E+05,1.1E+05,1.1E+05,1.8E+05,1.2E+05,1.1E+05,1.1E+05,1.2E+05,16.4,1.6,150.1,80.9,25.6,0.7
B106_RP,Palmitoylcarnitine,399.3350,27.42,0.5,0.1,-0.2,1.4,0.8,-0.6,1.8,1.5,-0.3,1.000,1.000,1.000,0.000,0.013,0.266,0.000,0.000,1.000,2.6E+08,4.6E+08,2.7E+08,4.1E+08,3.0E+08,3.2E+08,3.0E+08,3.8E+08,1.6E+08,1.6E+08,9.0E+07,9.5E+07,7.7E+07,1.1E+08,1.3E+08,1.3E+08,1.6E+08,1.3E+08,1.6E+08,1.2E+08,1.7E+08,1.8E+08,1.3E+08,1.5E+08,1.6E+05,2.1E+05,2.2E+05,4.7E+05,3.6E+05,6.4E+05,1.2E+06,18.7,10.8,23.5,33.1,15.1,6.5
B107_RP,Adenosine diphosphate (ADP),427.0298,4.74,-0.1,-0.2,-0.1,-0.8,-3.2,-2.4,-0.7,-3.2,-2.5,1.000,1.000,1.000,0.781,0.000,0.000,1.000,0.000,0.000,1.8E+07,3.5E+07,2.0E+07,1.4E+07,1.6E+07,1.7E+07,1.7E+07,1.5E+07,3.1E+07,3.1E+07,2.8E+07,2.3E+07,1.5E+07,1.5E+07,3.1E+07,2.9E+07,1.4E+08,1.5E+08,1.8E+08,1.1E+08,1.7E+08,1.6E+08,1.4E+08,1.5E+08,3.5E+05,6.7E+05,2.8E+05,5.7E+05,6.2E+05,4.9E+05,3.7E+05,14.1,13.5,29.0,28.5,49.7,9.5
B108_RP,Glycerophospho-N-palmitoyl ethanolamine,453.2857,30.07,1.0,0.2,-0.2,-1.1,-1.3,-0.2,-0.3,-0.1,0.2,0.095,1.000,1.000,0.002,0.000,0.876,1.000,1.000,0.991,2.9E+07,8.0E+07,2.9E+07,5.9E+07,2.9E+07,5.3E+07,2.9E+07,5.3E+07,7.4E+07,1.0E+08,5.4E+07,6.2E+07,4.1E+07,5.5E+07,6.8E+07,7.8E+07,7.4E+07,6.2E+07,7.3E+07,5.7E+07,6.8E+07,6.7E+07,6.3E+07,5.9E+07,3.0E+05,3.9E+05,2.9E+05,4.0E+05,3.8E+05,3.6E+05,4.2E+05,7.5,7.3,27.8,25.0,20.9,0.8
B109_RP,Adenosine diphosphate ribose,559.0720,4.72,0.0,0.4,0.3,6.7,9.2,2.5,6.4,9.0,2.6,1.000,1.000,1.000,0.002,0.000,0.414,0.002,0.000,0.808,3.7E+08,5.3E+08,3.9E+08,3.8E+08,3.9E+08,2.4E+08,3.2E+08,3.9E+08,3.2E+07,2.6E+06,2.0E+06,6.9E+06,5.1E+06,4.6E+07,1.1E+06,6.0E+05,6.2E+05,5.8E+05,1.0E+06,3.8E+05,6.5E+05,1.2E+07,5.5E+05,9.7E+05,2.2E+05,2.1E+05,2.2E+05,2.2E+05,1.9E+05,2.3E+05,2.6E+05,163.3,28.9,153.4,147.1,30.0,9.0
B110_RP,UDP-N-acetylglucosamine,607.0819,4.72,0.1,0.0,-0.3,-0.7,-1.5,-0.7,-0.7,-1.0,-0.4,1.000,1.000,1.000,0.010,0.000,0.020,0.062,0.000,0.264,9.7E+07,1.6E+08,9.0E+07,8.5E+07,9.5E+07,1.2E+08,1.1E+08,9.1E+07,2.0E+08,1.9E+08,1.6E+08,1.6E+08,1.4E+08,1.4E+08,1.6E+08,1.7E+08,2.8E+08,2.6E+08,2.8E+08,2.0E+08,2.5E+08,2.2E+08,2.2E+08,2.0E+08,2.6E+05,2.6E+05,3.0E+05,2.4E+05,3.0E+05,2.5E+05,2.9E+05,14.5,11.0,11.4,15.4,29.7,6.7
C111_RP,DL-Lactic Acid,90.0317,6.52,-0.1,0.0,-0.2,1.6,1.1,-0.5,1.5,1.3,-0.3,1.000,1.000,1.000,0.835,1.000,1.000,1.000,1.000,1.000,4.4E+08,5.8E+06,4.5E+08,3.5E+08,5.3E+08,5.3E+08,4.3E+08,5.1E+08,1.7E+08,1.9E+08,1.1E+08,9.9E+07,1.4E+08,1.4E+08,1.6E+08,1.6E+08,2.2E+08,1.8E+08,2.0E+08,1.4E+08,2.6E+08,2.2E+08,1.7E+08,1.8E+08,6.4E+06,5.5E+06,1.8E+05,5.9E+06,5.2E+06,5.5E+06,1.6E+05,16.9,17.4,26.4,16.9,69.5,10.3
C112_RP,2-Hydroxy-2-methylbutyric acid,118.0631,14.03,0.6,-0.1,-0.5,-1.5,-1.5,0.0,-0.8,-0.4,0.5,1.000,1.000,1.000,0.319,0.538,1.000,0.699,1.000,1.000,1.6E+06,2.3E+06,1.6E+06,1.6E+06,5.4E+06,3.5E+06,1.5E+06,2.6E+06,9.1E+06,7.2E+06,2.8E+06,2.8E+06,4.2E+06,3.6E+06,4.7E+06,5.0E+06,5.5E+06,4.9E+06,5.4E+06,3.1E+06,3.5E+06,3.2E+06,2.5E+06,2.3E+06,4.6E+05,4.2E+05,4.0E+05,3.7E+05,4.0E+05,3.3E+05,3.3E+05,32.9,35.2,41.3,52.0,32.7,75.1
C113_RP,1-Methylhistamine,125.0954,3.27,0.8,0.3,0.1,1.5,2.1,0.6,2.0,2.9,0.9,1.000,1.000,1.000,0.035,0.002,1.000,0.011,0.000,0.421,7.3E+06,1.9E+07,1.1E+07,1.1E+07,8.5E+06,1.5E+07,1.4E+07,2.0E+07,4.2E+06,4.8E+06,3.2E+06,3.7E+06,2.2E+06,3.4E+06,3.7E+06,5.5E+06,4.8E+06,4.0E+06,3.1E+06,3.0E+06,1.2E+06,1.7E+06,1.5E+06,1.2E+06,2.1E+05,2.3E+05,2.9E+05,2.8E+05,1.5E+05,1.9E+05,2.8E+05,51.0,63.2,22.8,25.2,25.7,30.5
C114_RP,Dihydrothymine,128.0587,4.38,0.0,-0.2,-0.2,4.5,4.3,-0.1,4.6,4.5,-0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,2.2E+08,2.5E+08,2.3E+08,1.7E+08,2.0E+08,3.4E+08,2.2E+08,1.8E+08,9.0E+06,9.1E+06,1.1E+07,5.8E+06,8.7E+06,1.1E+07,1.1E+07,8.7E+06,1.7E+07,9.6E+06,9.9E+06,9.7E+06,8.0E+06,9.8E+06,1.2E+07,4.5E+06,3.6E+06,3.2E+06,3.0E+06,2.8E+06,2.5E+06,2.6E+06,2.6E+06,31.2,31.7,23.4,13.5,33.3,4.9
C115_RP,Timonacic,133.0199,4.69,0.5,0.5,1.6,2.2,0.4,-1.8,2.2,-0.7,-2.9,1.000,1.000,1.000,0.053,1.000,0.122,0.203,1.000,0.022,7.1E+06,2.9E+07,8.9E+06,6.1E+06,1.3E+07,2.0E+07,9.7E+06,5.2E+06,1.6E+06,3.1E+06,2.2E+06,2.7E+06,1.9E+06,2.3E+06,3.1E+06,9.2E+06,6.4E+06,1.1E+07,5.4E+06,8.3E+06,1.1E+07,4.2E+07,7.6E+06,3.1E+07,1.5E+05,1.3E+05,1.1E+05,9.9E+04,8.5E+04,7.4E+04,7.6E+04,69.9,30.9,75.3,30.0,76.8,23.6
C116_RP,Phosphoryethanolamine,141.0192,3.73,0.1,-0.2,-0.2,-0.7,-0.6,0.1,-0.4,-0.3,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.003,0.011,1.000,4.8E+08,5.6E+08,5.2E+08,5.1E+08,5.3E+08,5.9E+08,5.3E+08,5.2E+08,8.1E+08,7.1E+08,8.3E+08,7.0E+08,8.0E+08,7.2E+08,8.3E+08,8.0E+08,8.8E+08,8.3E+08,8.2E+08,6.6E+08,7.2E+08,6.4E+08,6.8E+08,6.8E+08,2.2E+05,3.2E+05,1.9E+05,1.6E+05,2.2E+05,1.3E+05,1.6E+05,12.1,12.2,6.5,2.0,6.6,4.6
C117_RP,Stachydrine,143.0947,4.69,0.2,0.0,-0.1,1.4,-3.9,-5.3,1.6,-3.6,-5.2,1.000,1.000,1.000,0.361,0.000,0.000,0.092,0.000,0.000,5.9E+05,1.2E+06,9.2E+05,7.0E+05,9.6E+05,1.1E+06,4.3E+05,7.0E+05,3.4E+05,2.7E+05,2.4E+05,1.4E+05,1.5E+05,3.2E+05,7.3E+05,6.8E+05,1.7E+07,1.3E+07,1.3E+07,9.4E+06,9.5E+06,1.1E+07,9.2E+06,7.3E+06,3.7E+05,9.3E+04,5.6E+05,2.5E+05,2.9E+05,3.9E+05,3.6E+05,24.2,29.8,65.8,69.6,26.5,35.8
C118_RP,3-Methylenenorleucine,143.0947,3.32,0.0,0.8,0.1,5.0,5.1,0.2,4.2,5.1,0.8,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.702,9.4E+06,1.2E+07,1.0E+07,8.9E+06,1.0E+07,9.9E+06,9.0E+06,1.0E+07,1.8E+05,5.7E+05,9.0E+05,4.9E+05,4.2E+05,5.5E+05,2.0E+05,5.1E+05,2.8E+05,2.9E+05,1.4E+06,3.0E+05,2.8E+05,3.2E+05,2.7E+05,2.9E+05,8.0E+05,8.1E+05,1.8E+05,6.9E+05,8.1E+05,8.2E+05,6.9E+05,4.4,99.6,6.8,78.4,10.9,4.9
C119_RP,"3,4-dehydrothiomorpholine-3-carboxylic acid",145.0198,6.03,0.2,0.5,-0.2,1.3,1.0,-0.3,1.0,1.5,0.5,1.000,1.000,1.000,0.025,0.009,1.000,0.110,0.005,0.867,4.1E+07,5.7E+07,4.3E+07,3.7E+07,4.2E+07,8.2E+07,4.8E+07,4.3E+07,1.6E+07,2.6E+07,1.6E+07,2.8E+07,1.9E+07,2.4E+07,2.0E+07,2.4E+07,2.1E+07,1.5E+07,6.2E+06,1.9E+07,2.5E+07,1.8E+07,2.2E+07,2.2E+07,1.4E+05,1.1E+05,1.0E+05,8.2E+04,7.3E+04,6.7E+04,6.2E+04,15.5,45.1,7.3,10.3,36.5,7.2
C120_RP,hydroxyacetone phosphate,154.0032,4.19,0.1,0.2,-0.3,2.4,3.4,1.1,2.3,3.9,1.6,1.000,1.000,1.000,0.000,0.000,0.014,0.000,0.000,0.001,6.9E+06,9.1E+06,8.4E+06,7.4E+06,6.8E+06,1.2E+07,1.0E+07,7.5E+06,1.6E+06,2.0E+06,1.2E+06,1.6E+06,1.5E+06,1.3E+06,1.5E+06,1.8E+06,7.1E+05,7.7E+05,7.2E+05,3.8E+05,7.4E+05,9.2E+05,4.3E+05,3.6E+05,7.7E+04,8.2E+04,7.9E+04,7.6E+04,7.6E+04,7.2E+04,6.9E+04,46.7,22.7,17.5,12.6,22.5,20.0
C121_RP,Pregabalin,159.1260,5.38,-1.0,-0.2,-0.1,-0.6,-0.2,0.4,-1.5,-1.1,0.4,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.2E+08,8.9E+07,1.8E+08,2.9E+08,2.8E+08,5.9E+07,5.8E+07,2.8E+07,3.2E+07,2.7E+07,4.6E+08,3.1E+08,3.8E+08,3.4E+08,8.5E+07,9.7E+07,2.0E+08,1.7E+08,1.5E+08,1.1E+08,1.6E+08,1.4E+08,1.8E+08,2.6E+08,3.7E+05,3.4E+05,3.3E+05,3.1E+05,3.0E+05,3.0E+05,2.9E+05,36.5,13.4,79.9,89.0,101.1,59.4
C122_RP,6-Deoxy-D-arabino-hexos-2-ulose,162.0529,10.73,0.0,-0.1,-0.1,-0.8,2.7,3.5,-0.7,2.8,3.5,1.000,1.000,1.000,1.000,0.006,0.001,1.000,0.005,0.001,8.4E+06,1.4E+07,9.1E+06,8.0E+06,8.6E+06,6.9E+06,9.2E+06,9.7E+06,1.6E+07,1.5E+07,1.5E+07,1.4E+07,2.0E+07,1.7E+07,1.2E+07,1.4E+07,1.2E+06,1.3E+06,1.6E+06,1.2E+05,1.6E+06,1.8E+06,1.2E+05,1.2E+06,8.8E+04,9.0E+04,9.9E+04,9.5E+04,7.7E+04,8.9E+04,8.2E+04,62.8,62.0,10.1,19.9,33.5,4.6
C123_RP,acetyltaurine,167.0253,4.71,0.0,-0.7,-0.5,-2.9,-2.4,0.5,-2.2,-1.9,0.3,1.000,1.000,1.000,0.000,0.000,0.658,0.000,0.000,1.000,5.7E+06,7.6E+06,5.6E+06,5.7E+06,5.9E+06,5.4E+06,5.4E+06,5.4E+06,4.4E+07,2.8E+07,4.0E+07,2.2E+07,3.0E+07,2.3E+07,4.3E+07,3.7E+07,3.8E+07,3.9E+07,3.3E+07,2.0E+07,2.3E+07,2.2E+07,2.7E+07,2.0E+07,4.8E+04,4.4E+04,5.2E+04,4.6E+04,4.3E+04,4.3E+04,5.2E+04,36.9,22.8,24.1,16.1,17.2,4.2
C124_RP,acetyltaurine,167.0253,5.33,-0.1,-0.6,-0.5,-3.4,-2.8,0.6,-2.9,-2.5,0.4,1.000,1.000,1.000,0.000,0.000,0.787,0.000,0.000,0.974,1.0E+06,1.9E+06,1.2E+06,1.0E+06,9.3E+05,8.6E+05,1.1E+06,9.5E+05,1.2E+07,7.9E+06,1.1E+07,6.1E+06,8.1E+06,6.4E+06,1.1E+07,1.1E+07,1.0E+07,9.2E+06,8.1E+06,5.0E+06,7.0E+06,5.3E+06,6.6E+06,5.5E+06,1.2E+05,1.1E+05,1.2E+05,1.2E+05,1.0E+05,1.0E+05,8.8E+04,32.0,20.9,26.7,16.2,40.2,9.3
C125_RP,Guanidinoethyl Sulfonate,167.0366,4.35,-0.1,-0.9,-0.4,-1.0,-2.7,-1.7,-0.2,-2.3,-2.1,1.000,1.000,1.000,0.026,0.000,0.009,0.839,0.000,0.001,3.5E+06,4.5E+06,3.9E+06,3.5E+06,3.9E+06,2.9E+06,3.4E+06,3.4E+06,7.2E+06,3.6E+06,7.5E+06,3.8E+06,7.3E+06,4.4E+06,1.5E+07,1.2E+07,2.8E+07,2.2E+07,2.5E+07,1.4E+07,1.9E+07,1.5E+07,2.1E+07,1.9E+07,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.4E+05,1.4E+05,1.5E+05,21.5,16.7,67.8,39.9,18.9,7.7
C126_RP,P-DMEA,169.0504,3.82,0.0,-0.2,0.2,-1.3,-2.5,-1.2,-1.1,-2.7,-1.6,1.000,1.000,1.000,0.001,0.000,0.001,0.002,0.000,0.000,1.4E+07,1.7E+07,1.5E+07,8.6E+06,1.3E+07,1.5E+07,1.6E+07,1.5E+07,3.7E+07,3.9E+07,3.7E+07,3.0E+07,2.7E+07,2.0E+07,4.2E+07,3.3E+07,8.0E+07,1.1E+08,6.4E+07,8.2E+07,9.5E+07,9.0E+07,9.0E+07,9.9E+07,1.2E+05,1.1E+05,1.1E+05,9.9E+04,8.8E+04,8.7E+04,8.4E+04,14.4,16.5,26.8,17.8,25.5,7.7
C127_RP,"N~6~,N~6~-Dimethyllysine",174.1369,3.59,-0.2,0.6,-0.1,-1.5,-2.7,-1.1,-2.4,-2.8,-0.4,1.000,1.000,1.000,0.000,0.000,0.022,0.000,0.000,0.947,1.7E+06,1.6E+06,1.8E+06,1.3E+06,1.6E+06,1.7E+06,1.3E+06,1.1E+06,4.8E+06,9.7E+06,4.9E+06,5.3E+06,4.6E+06,5.2E+06,5.9E+06,9.7E+06,1.6E+07,1.2E+07,1.3E+07,9.3E+06,8.7E+06,1.0E+07,7.0E+06,6.2E+06,1.1E+05,1.0E+05,9.5E+04,1.0E+05,9.7E+04,1.0E+05,1.0E+05,26.0,36.4,34.4,11.4,18.8,12.4
C128_RP,N-Acetyl-L-glutamic acid,189.0638,10.02,0.2,0.2,-0.3,2.9,2.5,-0.3,2.8,3.0,0.2,1.000,1.000,1.000,0.000,0.000,0.834,0.000,0.000,0.983,6.1E+07,9.2E+07,6.1E+07,5.9E+07,6.4E+07,7.7E+07,7.0E+07,6.4E+07,1.1E+07,1.0E+07,7.5E+06,9.9E+06,9.8E+06,1.2E+07,7.5E+06,8.9E+06,1.2E+07,1.1E+07,1.1E+07,7.5E+06,1.1E+07,9.0E+06,8.7E+06,8.7E+06,8.6E+05,6.4E+05,2.6E+05,4.6E+05,3.3E+05,4.5E+05,3.2E+05,14.5,13.4,12.3,21.1,19.8,6.4
C129_RP,"DL-2,6-Diaminopimelic acid",190.0954,4.43,0.3,0.2,-0.1,-1.4,-0.5,0.9,-1.3,-0.1,1.2,1.000,1.000,1.000,0.000,0.337,0.006,0.000,1.000,0.000,6.3E+06,9.5E+06,6.6E+06,6.3E+06,7.7E+06,9.3E+06,6.4E+06,5.9E+06,1.8E+07,2.0E+07,1.5E+07,1.9E+07,1.7E+07,1.7E+07,1.7E+07,2.2E+07,1.3E+07,8.9E+06,9.8E+06,8.9E+06,6.4E+06,7.9E+06,8.2E+06,7.3E+06,1.5E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.4E+05,1.3E+05,9.5,30.4,9.9,8.0,24.8,9.4
C130_RP,N-Acetyl-L-histidine,197.0802,3.64,0.0,0.3,0.4,3.7,6.1,2.4,3.5,5.7,2.2,1.000,1.000,1.000,0.000,0.000,0.004,0.000,0.000,0.001,1.9E+07,1.9E+07,1.9E+07,1.7E+07,1.7E+07,2.9E+07,1.3E+07,1.2E+07,1.1E+06,1.9E+06,1.1E+06,1.1E+06,1.8E+06,3.3E+06,1.5E+06,1.4E+06,6.4E+05,6.1E+05,2.5E+05,3.5E+05,1.9E+05,1.4E+05,2.6E+05,3.3E+05,2.1E+05,1.6E+05,8.8E+04,8.2E+04,7.9E+04,1.0E+05,1.1E+05,54.1,60.7,52.3,24.2,36.9,16.1
C131_RP,DA9185000,202.0454,3.74,0.3,0.1,-1.0,0.6,1.0,0.3,0.8,2.2,1.3,1.000,1.000,1.000,0.786,0.051,0.782,0.287,0.000,0.026,6.9E+07,1.2E+08,8.0E+07,8.0E+07,9.1E+07,5.3E+07,8.0E+07,1.1E+08,5.5E+07,4.1E+07,4.8E+07,6.7E+07,4.2E+07,3.3E+07,7.7E+07,7.1E+07,2.5E+07,1.9E+07,5.2E+07,2.8E+07,5.1E+07,2.2E+07,3.3E+07,2.1E+07,1.3E+05,9.7E+04,8.0E+04,7.1E+04,8.9E+04,7.0E+04,7.8E+04,16.7,33.2,35.5,27.6,34.8,11.2
C132_RP,Glycerylphosphorylethanolamine,215.0560,3.80,0.0,0.0,-0.5,1.2,0.2,-1.1,1.2,0.6,-0.6,1.000,1.000,1.000,0.000,1.000,0.001,0.002,0.562,0.071,1.8E+08,2.0E+08,1.9E+08,1.8E+08,2.0E+08,1.1E+08,1.8E+08,1.9E+08,1.0E+08,9.1E+07,7.6E+07,8.1E+07,6.1E+07,8.2E+07,8.4E+07,7.4E+07,2.1E+08,1.7E+08,1.7E+08,1.0E+08,1.6E+08,1.3E+08,1.6E+08,1.1E+08,2.1E+05,2.0E+05,1.9E+05,1.9E+05,1.8E+05,1.8E+05,1.8E+05,24.5,15.3,8.6,21.0,24.3,4.6
C133_RP,D-PANTOTHENIC ACID,219.1108,12.14,0.4,0.2,-0.4,-1.1,0.1,1.2,-0.9,0.8,1.7,1.000,1.000,1.000,0.011,1.000,0.004,0.063,0.138,0.000,1.6E+08,3.0E+08,1.5E+08,1.6E+08,1.5E+08,2.2E+08,1.3E+08,1.7E+08,3.3E+08,3.8E+08,2.6E+08,3.0E+08,3.2E+08,3.6E+08,3.5E+08,4.9E+08,1.1E+08,1.1E+08,1.4E+08,8.6E+07,1.5E+08,2.3E+08,1.5E+08,1.1E+08,1.9E+05,1.9E+05,1.9E+05,1.9E+05,1.8E+05,1.9E+05,1.8E+05,47.9,11.3,20.9,12.0,30.1,9.2
C134_RP,Cyprodenate,227.1887,25.76,1.2,0.2,0.1,-1.2,-3.8,-2.7,-0.1,-2.8,-2.6,1.000,1.000,1.000,0.994,0.001,0.016,1.000,0.001,0.014,3.6E+07,1.3E+08,3.6E+07,1.5E+08,5.7E+07,1.3E+07,3.1E+07,3.0E+07,8.9E+07,1.1E+08,7.1E+07,8.4E+07,3.7E+07,6.6E+07,1.5E+08,9.3E+07,3.0E+08,7.9E+08,5.2E+08,4.3E+08,5.2E+08,6.6E+08,4.8E+08,3.2E+08,2.6E+06,2.3E+06,1.9E+06,2.2E+06,3.0E+06,2.7E+06,2.9E+06,38.4,23.9,19.6,53.8,85.4,29.3
C135_RP,Tetraacetylethylenediamine,228.1111,4.96,0.7,0.7,-0.2,-5.5,-5.5,0.0,-5.5,-4.7,0.9,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.141,3.5E+05,7.2E+05,3.4E+05,3.8E+05,5.2E+05,9.4E+05,2.9E+05,3.1E+05,2.2E+07,3.3E+07,1.7E+07,2.7E+07,1.4E+07,2.3E+07,1.3E+07,2.3E+07,1.8E+07,1.8E+07,1.8E+07,1.4E+07,9.1E+06,1.4E+07,1.4E+07,9.1E+06,3.0E+05,2.9E+05,2.8E+05,2.7E+05,2.5E+05,2.6E+05,2.5E+05,26.8,28.6,18.9,26.7,50.7,26.3
