C00022	-0.30
C00041	-0.57
C00213	-0.09
C00186	-0.49
C00116	-0.06
C01026	0.21
C00334	1.17
C01089	-0.42
C00065	-0.43
C00519	-1.73
C00106	0.08
C00791	-0.53
C00148	-0.63
C00581	3.16
C00719	-1.46
C00188	-2.17
C00263	0.23
C07182	-3.41
C00153	0.88
C00245	-0.01
C01879	-0.02
C00408	-2.04
C00233	-5.07
C02714	-0.69
C01157	-0.55
C00123	-0.61
C00407	-0.73
C00152	-1.10
C00077	1.16
C00049	0.30
C00262	0.84
C00064	-0.24
C00047	-0.57
C00025	-0.56
C00979	-0.73
C00073	-0.66
C00242	-4.15
C00385	1.19
C00295	-1.27
C01551	1.07
C00956	-4.09
C00318	-1.85
C02989	-1.66
C00079	-0.87
C00074	1.92
C00366	-2.69
C01152	-1.48
C00111	2.58
C00093	-0.53
C03771	1.00
C00062	-0.33
C00327	0.01
C00072	0.55
C00082	1.12
C03964	0.74
C00597	0.81
C00158	0.18
C00257	-1.12
C03626	-0.07
C00078	-0.96
C00328	-4.51
C02305	-3.59
C02291	3.37
C00386	2.53
C00881	2.41
C00199	2.13
C00214	1.96
C00475	0.76
C00299	1.74
C00670	-2.19
C00103	1.41
C00092	1.78
C00378	0.77
C00212	3.08
C00294	5.36
C00345	3.46
C00387	4.60
C05382	1.15
C03406	-1.54
C00777	-3.05
C00051	-1.03
C00364	-1.23
C00055	1.48
C00105	1.55
C00354	1.33
C00020	0.88
C00130	3.71
C00144	1.99
C00255	-0.67
C00021	0.07
C00019	-0.24
C00363	-3.81
C00112	-1.85
C02477	-1.39
C00035	-0.11
C00570	-0.51
C00063	-3.86
C00307	-1.17
C00002	-2.93
C05122	3.80
C00044	-0.93
C00029	-0.70
C00043	-0.78
C00127	-0.05
C00005	-3.00
C00010	0.13
C00016	-0.11
C00114	-0.55
D02308	-1.59
C15526	-0.13
C02835	4.60
C00300	-0.28
C00711	-1.66
C01620	0.23
C05828	1.67
C00346	0.29
C01087	-0.06
C00532	-0.32
C00606	-1.00
C10129	-2.48
C01601	-1.67
C07471	0.17
C02242	0.89
C00417	0.12
C01042	0.81
D02780	0.65
D00062	0.28
C03793	0.40
C02712	0.71
C08038	-1.40
C03017	-2.52
C06424	1.18
C00620	4.48
C02067	0.51
C08031	-1.21
C05282	-0.44
C08315	2.33
C01595	1.33
C19670	-1.04
C01530	-0.68
C00170	-0.68
C12270	1.10
C00219	2.62
C03242	1.67
C16525	1.05
C19909	3.76
C06429	1.28
C16513	0.72
C16527	1.27
C01083	-2.79
C00015	-2.96
C00008	-1.72
C00167	-0.54
C00096	-0.08
