UNIPROT:P97823	#f6a586	W10
UNIPROT:Q8BVE3	#dbdcde	W10
UNIPROT:A0A0A6YX18	#dbdcde	W10
UNIPROT:Q9D881	#e7d7ce	W10
UNIPROT:Q9EPW0	#f2cbb7	W10
UNIPROT:A0A0R4J0Q2	#f2cbb7	W10
UNIPROT:D3YUD3	#f2cbb7	W10
UNIPROT:D3YUL8	#f2cbb7	W10
UNIPROT:D3Z230	#f2cbb7	W10
UNIPROT:E9Q9A0	#f2cbb7	W10
UNIPROT:E9QAD0	#f2cbb7	W10
UNIPROT:F6V2U0	#f2cbb7	W10
UNIPROT:Q3UEQ1	#f2cbb7	W10
UNIPROT:D3Z7P3	#f2cbb7	W10
UNIPROT:P49442	#ead4c8	W10
UNIPROT:Q8QZS1	#e2dad5	W10
UNIPROT:Q499X9	#e67259	W10
UNIPROT:Q3TYQ9	#f1ccb8	W10
UNIPROT:Q9CQZ6	#ccd9ed	W10
UNIPROT:Q91VD9	#ebd3c6	W10
UNIPROT:Q01147	#edd1c2	W10
UNIPROT:Q62347	#edd1c2	W10
UNIPROT:O88844	#c4d5f3	W10
UNIPROT:Q9Z1T6	#f5c4ac	W10
UNIPROT:D3Z5N5	#f5c4ac	W10
UNIPROT:Q8VEE0	#efcebd	W10
UNIPROT:B2KGF0	#efcebd	W10
UNIPROT:O89112	#f7b99e	W10
UNIPROT:E9Q876	#b5cdfa	W10
UNIPROT:Q9CWJ9	#e6d7cf	W10
UNIPROT:Q8K3R3	#f5c1a9	W10
UNIPROT:Q9WUA2	#f2c9b4	W10
UNIPROT:P35569	#ead5c9	W10
UNIPROT:Q543V3	#ead5c9	W10
UNIPROT:O55057	#edd1c2	W10
UNIPROT:E9PUQ8	#f1cdba	W10
UNIPROT:Q99LC3	#f1cdba	W10
UNIPROT:P97930	#f7bca1	W10
UNIPROT:Q922B2	#ecd3c5	W10
UNIPROT:Q8BJY7	#ecd3c5	W10
UNIPROT:E9QAN8	#eed0c0	W10
UNIPROT:Q6Q477	#d5dbe5	W10
UNIPROT:E9Q828	#d5dbe5	W10
UNIPROT:F7AAP4	#d5dbe5	W10
UNIPROT:O08849	#f3c8b2	W10
UNIPROT:P15105	#efcebd	W10
UNIPROT:Q8BIP0	#ebd3c6	W10
UNIPROT:O08709	#ead4c8	W10
UNIPROT:D3Z0Y2	#ead4c8	W10
UNIPROT:Q6GT24	#ead4c8	W10
UNIPROT:Q3UMG6	#e3d9d3	W10
UNIPROT:Q8BUH2	#e3d9d3	W10
UNIPROT:P14094	#e6d7cf	W10
UNIPROT:Q99PM9	#e1dad6	W10
UNIPROT:Q9JLJ2	#efcebd	W10
UNIPROT:Q3U367	#efcebd	W10
UNIPROT:Q9CPU4	#4e68d8	W10
UNIPROT:Q91WD5	#e8d6cc	W10
UNIPROT:P51175	#ec8165	W10
UNIPROT:Q6PIE5	#d6dce4	W10
UNIPROT:Q9WUA6	#d7dce3	W10
UNIPROT:P46664	#d9dce1	W10
UNIPROT:B2RXC2	#efcebd	W10
UNIPROT:Q922Q4	#ead4c8	W10
UNIPROT:Q8BIJ6	#f2cab5	W10
UNIPROT:E9PWN3	#f2cab5	W10
UNIPROT:Q8CGC7	#e8d6cc	W10
UNIPROT:P27090	#d4dbe6	W10
UNIPROT:A0A0A6YXU9	#d4dbe6	W10
UNIPROT:Q91YX5	#f7b093	W10
UNIPROT:E9QL80	#f7b093	W10
UNIPROT:Q9JKX6	#e6d7cf	W10
UNIPROT:Q91VR2	#e6d7cf	W10
UNIPROT:A2AKU9	#e6d7cf	W10
UNIPROT:Q8C2Q8	#e6d7cf	W10
UNIPROT:Q91VF2	#f7b79b	W10
UNIPROT:P35438	#c5d6f2	W10
UNIPROT:A2AI16	#c5d6f2	W10
UNIPROT:A2AI19	#c5d6f2	W10
