UNIPROT:P97823	#e4d9d2	W10
UNIPROT:Q8BVE3	#d3dbe7	W10
UNIPROT:A0A0A6YX18	#d3dbe7	W10
UNIPROT:Q9ERE3	#b40426	W10
UNIPROT:Q9D881	#f7ba9f	W10
UNIPROT:Q9EPW0	#f7ac8e	W10
UNIPROT:A0A0R4J0Q2	#f7ac8e	W10
UNIPROT:D3YUD3	#f7ac8e	W10
UNIPROT:D3YUL8	#f7ac8e	W10
UNIPROT:D3Z230	#f7ac8e	W10
UNIPROT:E9Q9A0	#f7ac8e	W10
UNIPROT:E9QAD0	#f7ac8e	W10
UNIPROT:F6V2U0	#f7ac8e	W10
UNIPROT:Q3UEQ1	#f7ac8e	W10
UNIPROT:D3Z7P3	#e0dbd8	W10
UNIPROT:P49442	#f6bda2	W10
UNIPROT:Q8QZS1	#b3cdfb	W10
UNIPROT:Q499X9	#f2cbb7	W10
UNIPROT:A2RT28	#f2cbb7	W10
UNIPROT:Q3TYQ9	#f18f71	W10
UNIPROT:Q9CQZ6	#ebd3c6	W10
UNIPROT:Q91VD9	#ecd3c5	W10
UNIPROT:Q01147	#c5d6f2	W10
UNIPROT:Q543W0	#c5d6f2	W10
UNIPROT:Q547S9	#c5d6f2	W10
UNIPROT:Q62347	#c5d6f2	W10
UNIPROT:O88844	#f7ad90	W10
UNIPROT:Q9Z1T6	#bbd1f8	W10
UNIPROT:D3Z5N5	#bbd1f8	W10
UNIPROT:Q8VEE0	#c3d5f4	W10
UNIPROT:B2KGF0	#c3d5f4	W10
UNIPROT:O89112	#f4c6af	W10
UNIPROT:Q9CWJ9	#e1dad6	W10
UNIPROT:Q9DC29	#f6a385	W10
UNIPROT:Q9WUA2	#f6bda2	W10
UNIPROT:Q9CZU5	#f6bda2	W10
UNIPROT:P35569	#b5cdfa	W10
UNIPROT:Q543V3	#b5cdfa	W10
UNIPROT:O55057	#ee8669	W10
UNIPROT:Q3TDQ8	#ee8669	W10
UNIPROT:Q61839	#e36b54	W10
UNIPROT:Q544K5	#e36b54	W10
UNIPROT:Q9ES52	#d24b40	W10
UNIPROT:E9PUQ8	#f29072	W10
UNIPROT:Q99LC3	#ead4c8	W10
UNIPROT:P97930	#f7bca1	W10
UNIPROT:Q6GRA7	#f7bca1	W10
UNIPROT:Q922B2	#f4c5ad	W10
UNIPROT:Q8BJY7	#f4c5ad	W10
UNIPROT:E9QAN8	#f5c1a9	W10
UNIPROT:A7MCT6	#f29072	W10
UNIPROT:Q6Q477	#cad8ef	W10
UNIPROT:D1FNM8	#cad8ef	W10
UNIPROT:D1FNM9	#cad8ef	W10
UNIPROT:E9Q828	#cad8ef	W10
UNIPROT:F7AAP4	#cad8ef	W10
UNIPROT:Q3UPA8	#cad8ef	W10
UNIPROT:Q60612	#f5a081	W10
UNIPROT:Q3URG8	#f5a081	W10
UNIPROT:Q3UYG0	#f5a081	W10
UNIPROT:Q6AXD8	#f5a081	W10
UNIPROT:Q8CAH1	#f5a081	W10
UNIPROT:O08849	#b40426	W10
UNIPROT:Q8BNJ3	#bfd3f6	W10
UNIPROT:Q5HZI3	#bfd3f6	W10
UNIPROT:P15105	#f5c4ac	W10
UNIPROT:Q8BIP0	#d9dce1	W10
UNIPROT:O08709	#ee8669	W10
UNIPROT:D3Z0Y2	#ee8669	W10
UNIPROT:Q6GT24	#ee8669	W10
UNIPROT:Q3UMG6	#b6cefa	W10
UNIPROT:Q8BUH2	#b6cefa	W10
UNIPROT:P14094	#b40426	W10
UNIPROT:Q3TV47	#b40426	W10
UNIPROT:Q545P0	#b40426	W10
UNIPROT:Q8C0T9	#7ea1fa	W10
UNIPROT:E9Q9T4	#7ea1fa	W10
UNIPROT:Q99PM9	#f5c1a9	W10
UNIPROT:Q543C2	#f5c1a9	W10
UNIPROT:Q9JLJ2	#d6dce4	W10
UNIPROT:Q3TMT4	#d6dce4	W10
UNIPROT:Q3U367	#d6dce4	W10
UNIPROT:Q3V1N7	#d6dce4	W10
UNIPROT:Q9CPU4	#f7ac8e	W10
UNIPROT:Q9CZB0	#cedaeb	W10
UNIPROT:Q91WD5	#dadce0	W10
UNIPROT:P51175	#cedaeb	W10
UNIPROT:Q3UQA3	#cedaeb	W10
UNIPROT:Q6PIE5	#b40426	W10
UNIPROT:Q3UHK5	#b40426	W10
UNIPROT:Q9WUA6	#97b8ff	W10
UNIPROT:Q8C6X4	#97b8ff	W10
UNIPROT:P46664	#f6bda2	W10
UNIPROT:B9EIE9	#f6bda2	W10
UNIPROT:B2RXC2	#cedaeb	W10
UNIPROT:Q922Q4	#ccd9ed	W10
UNIPROT:Q3TMZ1	#ccd9ed	W10
UNIPROT:Q8BIJ6	#efcfbf	W10
UNIPROT:E9PWN3	#efcfbf	W10
UNIPROT:Q8CGC7	#e2dad5	W10
UNIPROT:P27090	#3b4cc0	W10
UNIPROT:A0A0A6YXU9	#3b4cc0	W10
UNIPROT:Q3TWH5	#3b4cc0	W10
UNIPROT:Q8CDZ9	#3b4cc0	W10
UNIPROT:Q91YX5	#c3d5f4	W10
UNIPROT:E9QL80	#c3d5f4	W10
UNIPROT:Q3UZK0	#c3d5f4	W10
UNIPROT:Q6A0A4	#c3d5f4	W10
UNIPROT:Q9JKX6	#8db0fe	W10
UNIPROT:Q91VR2	#eed0c0	W10
UNIPROT:A2AKU9	#eed0c0	W10
UNIPROT:Q3UD06	#eed0c0	W10
UNIPROT:Q8C2Q8	#eed0c0	W10
UNIPROT:Q9QY80	#e3d9d3	W10
UNIPROT:A2AQ81	#e3d9d3	W10
UNIPROT:B9EHK9	#e3d9d3	W10
UNIPROT:Q3V4A5	#e3d9d3	W10
UNIPROT:O70172	#bb1b2c	W10
UNIPROT:Q544E3	#bb1b2c	W10
UNIPROT:P48320	#cbd8ee	W10
UNIPROT:Q548L4	#cbd8ee	W10
UNIPROT:Q91VF2	#b40426	W10
UNIPROT:A2AQK4	#b40426	W10
UNIPROT:A2AJ88	#3b4cc0	W10
UNIPROT:P35438	#b40426	W10
UNIPROT:A2AI14	#b40426	W10
UNIPROT:A2AI16	#b40426	W10
UNIPROT:A2AI17	#b40426	W10
UNIPROT:A2AI19	#b40426	W10
UNIPROT:A2AI20	#b40426	W10
UNIPROT:A2AI21	#b40426	W10
UNIPROT:A2AJ26	#f4c5ad	W10
UNIPROT:Q9JII1	#f5c1a9	W10
UNIPROT:A2AIX0	#f5c1a9	W10
UNIPROT:Q8K3K7	#b40426	W10
UNIPROT:Q059U0	#b40426	W10
UNIPROT:Q9CWA8	#b40426	W10
UNIPROT:Q60992	#96b7ff	W10
UNIPROT:Q7TSI6	#96b7ff	W10
UNIPROT:P16460	#b40426	W10
UNIPROT:Q3UJ34	#b40426	W10
UNIPROT:P52623	#f2cbb7	W10
UNIPROT:A2AN37	#f2cbb7	W10
UNIPROT:Q3V218	#f2cbb7	W10
UNIPROT:Q6U7H8	#c1d4f4	W10
UNIPROT:Q9R0Y5	#f7ba9f	W10
UNIPROT:Q9DCJ5	#f7b79b	W10
UNIPROT:Q9D7F2	#e97a5f	W10
UNIPROT:Q8BPP5	#5875e1	W10
UNIPROT:Q64521	#b40426	W10
UNIPROT:Q8CGR7	#9abbff	W10
UNIPROT:A2APN2	#9abbff	W10
UNIPROT:Q3UEN1	#9abbff	W10
UNIPROT:Q8BLN7	#9abbff	W10
UNIPROT:Q8R093	#9abbff	W10
UNIPROT:P55095	#b40426	W10
UNIPROT:P48318	#b40426	W10
UNIPROT:D3Z1L8	#b40426	W10
UNIPROT:Q548L6	#b40426	W10
UNIPROT:Q9EQZ6	#b40426	W10
UNIPROT:A2ASW4	#b40426	W10
UNIPROT:A2ASW8	#b40426	W10
UNIPROT:Q571A8	#b40426	W10
UNIPROT:Q9CS95	#b40426	W10
UNIPROT:P16951	#edd2c3	W10
