	logFC	metadata_r_id	ec_number
ICDHyp_pos	1.0223323741992862	ICDHyp	1.1.1.42
ICDHyrm_neg	0.9938679070518248	ICDHyrm	1.1.1.42
ICDHyrm_pos	1.0342556636622333	ICDHyrm	1.1.1.42
IDHPOXOX2b_pos	1.0000166279125862	IDHPOXOX2b	1.11.1.8
IDHPOXOX3_pos	1.0007193282037519	IDHPOXOX3	1.11.1.8
IDHPOXOX4_pos	1.0000166279125862	IDHPOXOX4	1.11.1.8
IDHPOXOXb_pos	1.0007193282037516	IDHPOXOXb	1.11.1.8
IDOAASE1ly_pos	1.0089587107803852	IDOAASE1ly	3.2.1.76
IDOAASE2ly_pos	1.0089587107803852	IDOAASE2ly	3.2.1.76
IDOAASE3ly_pos	1.0089587107803852	IDOAASE3ly	3.2.1.76
IDOAASE4ly_pos	1.0026823154901876	IDOAASE4ly	3.2.1.76
ILETA_neg	1.0035992203607953	ILETA	2.6.1.42
ILETA_pos	1.0021059856787617	ILETA	2.6.1.42
ILETAm_neg	1.0021566832954543	ILETAm	2.6.1.42
ILETAm_pos	0.9999492447440944	ILETAm	2.6.1.42
IMPC_neg	1.0396947838103556	IMPC	3.5.4.10
IMPC_pos	0.9988688256563789	IMPC	3.5.4.10
IMPD_pos	1.0486562621361426	IMPD	1.1.1.205
INOSTO_pos	1.0048129939513264	INOSTO	1.13.99.1
IPDDIx_pos	1.0348132726667636	IPDDIx	5.3.3.2
IPDPtx_neg	1.0348132726667671	IPDPtx	5.3.3.2
IPDPtx_pos	1.0156382088686955	IPDPtx	5.3.3.2
ITCOAL1m_neg	0.7961375254876276	ITCOAL1m	6.2.1.4
ITCOAL1m_pos	0.7961375254876275	ITCOAL1m	6.2.1.4
ITCOALm_neg	0.7961375254876275	ITCOALm	6.2.1.5
ITCOALm_pos	0.7961375254876276	ITCOALm	6.2.1.5
KAS8_pos	0.9768984075387944	KAS8	2.3.1.85
KHK2_pos	0.9697800104676602	KHK2	2.7.1.3
KHK3_pos	0.9950819309441651	KHK3	2.7.1.3
KHK_pos	1.0810563136179951	KHK	2.7.1.3
KYN3OX_pos	1.0002562275118319	KYN3OX	1.14.13.9
KYN_pos	0.9983656506599372	KYN	3.7.1.3
LACZe_pos	1.0842851829211053	LACZe	3.2.1.23
LALDO2x_pos	0.9983900221987894	LALDO2x	1.1.1.21
LALDO_neg	0.9966466883002207	LALDO	1.1.1.1
LALDO_pos	1.08955348114233	LALDO	1.1.1.1
LAPCOAl_pos	1.0402700624509489	LAPCOAl	3.1.3.2
LCADi_D_pos	1.0048582070922603	LCADi_D	1.2.1.21
LCADi_pos	1.0464212895019822	LCADi	1.2.1.21
LCAT1e_pos	1.0046193734539843	LCAT1e	2.3.1.43
LCYSTAT_pos	1.0157148678572094	LCYSTAT	2.6.1.1
LCYSTCBOXL_pos	1.0196093579476238	LCYSTCBOXL	4.1.1.15
LDH_D_neg	1.0302294622288568	LDH_D	1.1.1.28
LDH_D_pos	1.0899975403466236	LDH_D	1.1.1.28
LDH_L_neg	1.0006571031879452	LDH_L	1.1.1.27
LDH_L_pos	1.036484284804876	LDH_L	1.1.1.27
LEUKTRA4t_neg	0.9855254809317419	LEUKTRA4t	1.1.1.27
LEUKTRA4t_pos	0.9955529738557848	LEUKTRA4t	1.1.1.27
LEUTA_neg	1.0045087691580368	LEUTA	2.6.1.6
LEUTA_pos	1.0021324620508085	LEUTA	2.6.1.6
LEUTAm_neg	1.002154618641584	LEUTAm	2.6.1.6
LEUTAm_pos	0.9998583153117367	LEUTAm	2.6.1.6
LFORKYNHYD_pos	0.9983656506599373	LFORKYNHYD	3.7.1.3
LGTHL_pos	0.9966466883002207	LGTHL	4.4.1.5
LNELDCCPT1_pos	1.0266782428517767	LNELDCCPT1	2.3.1.21
LNLCCPT1_pos	1.0057867797959645	LNLCCPT1	2.3.1.21
LNLNCACPT1_pos	1.0024335706535272	LNLNCACPT1	2.3.1.21
LNLNCGCPT1_pos	0.9996392100432565	LNLNCGCPT1	2.3.1.21
LNLNCGCPT2_pos	0.9996392100432565	LNLNCGCPT2	2.3.1.21
LNSTLSr_pos	1.0340959275977488	LNSTLSr	5.4.99.7
LPCOXp_pos	0.9995929659404249	LPCOXp	1.5.3.7
LPS2_pos	1.0338660514770115	LPS2	3.1.1.3
LPS2e_pos	1.034965319193273	LPS2e	3.1.1.3
LPS3_pos	0.9892751348853008	LPS3	3.1.1.23
LPS3e_pos	0.990060399052241	LPS3e	3.1.1.23
LPS_pos	1.0254683307199632	LPS	3.1.1.3
LPSe_pos	1.0025851628024864	LPSe	3.1.1.3
LSTO1r_pos	1.0340959275977484	LSTO1r	1.3.3.2
LSTO2r_pos	1.0340959275977488	LSTO2r	1.3.3.2
LTA4H_pos	0.9967004984630626	LTA4H	3.3.2.6
LTC4CP_neg	1.0	LTC4CP	2.3.2.2
LTC4CP_pos	1.0	LTC4CP	2.3.2.2
LTC4Sr_pos	1.0032378425234947	LTC4Sr	4.4.1.20
LTD4DP_neg	1.0	LTD4DP	2.3.2.2
LTD4DP_pos	1.0	LTD4DP	2.3.2.2
LYSOXp_pos	0.9995929659404249	LYSOXp	1.4.3.14
M1316Mg_pos	0.9417787384325291	M1316Mg	3.2.1.114
M13N2Tg_pos	0.9417787384325291	M13N2Tg	2.4.1.101
M13N4Tg_pos	1.0080199008396433	M13N4Tg	2.4.1.145
M14NTg_pos	0.9509553193281719	M14NTg	2.4.1.144
M16N4Tg_pos	1.0080199008396433	M16N4Tg	2.4.1.201
M16N6Tg_pos	1.0080199008396433	M16N6Tg	2.4.1.155
M16NTg_pos	0.9417787384325291	M16NTg	2.4.1.143
MACACI_pos	1.006524287013388	MACACI	5.2.1.2
MACOXO_pos	1.0016213055563896	MACOXO	1.2.1.5
MAGt_neg	0.9901983485385147	MAGt	1.2.1.5
MAGt_pos	1.0348471487524444	MAGt	1.2.1.5
MALT_pos	1.0187176092021208	MALT	3.2.1.20
MALTe_pos	1.0011760186670802	MALTe	3.2.1.20
MAN1PT2_pos	0.9611810229055885	MAN1PT2	2.7.7.22
MAN6PI_neg	1.006974847027263	MAN6PI	5.3.1.8
MAN6PI_pos	1.0102040630215312	MAN6PI	5.3.1.8
MAOX_pos	1.0001875705871353	MAOX	1.4.3.6
MCCCrm_neg	0.9995546898585486	MCCCrm	6.4.1.4
MCCCrm_pos	1.0000111483069731	MCCCrm	6.4.1.4
MCDm_pos	1.0132500290216355	MCDm	4.1.1.9
MCITS_pos	1.0251411972612372	MCITS	2.3.3.5
MCLOR_neg	0.9989945675728616	MCLOR	1.1.1.27
MCPST_pos	1.0030695219027574	MCPST	2.8.1.2
MDH_neg	1.0456107785738333	MDH	1.1.1.37
MDH_pos	1.0123010263307215	MDH	1.1.1.37
MDHm_neg	0.9992214706738729	MDHm	1.1.1.37
MDHm_pos	1.061780581748538	MDHm	1.1.1.37
ME1m_pos	0.9983526438074931	ME1m	1.1.1.40
ME2_pos	0.9656767316673769	ME2	1.1.1.40
ME2m_pos	0.99657142675872	ME2m	1.1.1.40
MECOALm_neg	0.7961375254876276	MECOALm	6.2.1.5
MECOALm_pos	0.7961375254876276	MECOALm	6.2.1.5
MECOAS1m_neg	0.7961375254876276	MECOAS1m	6.2.1.4
MECOAS1m_pos	0.7961375254876276	MECOAS1m	6.2.1.4
MELATNOX_pos	1.0095986981611056	MELATNOX	1.14.14.1
METS_pos	1.004928908629686	METS	2.1.1.13
MEVK1x_pos	1.0129563382531084	MEVK1x	2.7.1.36
MG1er_pos	0.9417787384325285	MG1er	3.2.1.106
MGCHrm_neg	0.9995546898585486	MGCHrm	4.2.1.18
MGCHrm_pos	1.0000111483069731	MGCHrm	4.2.1.18
MGSA2_pos	0.9837282934538009	MGSA2	4.2.3.3
MGSA_pos	0.9758816739302971	MGSA	4.2.3.3
MHISOR_pos	1.0016213055563896	MHISOR	1.4.3.4
MI1345PP_pos	1.0302245032541626	MI1345PP	3.1.3.56
MI134PP_pos	1.0302245032541597	MI134PP	3.1.3.61
MI13PP_pos	1.0324664602645375	MI13PP	3.1.3.64
MI145PK_pos	1.0302245032541626	MI145PK	2.7.1.127
MI145PP_pos	1.0528041680947589	MI145PP	3.1.3.56
MI14PP_pos	0.969355875727244	MI14PP	3.1.3.61
MI1PP_pos	0.9888831655723924	MI1PP	3.1.3.25
MI1PS_pos	1.018379960431604	MI1PS	5.5.1.4
MI34PP_pos	1.0302245032541597	MI34PP	3.1.3.66
MI3PP_pos	1.0302245032541597	MI3PP	3.1.3.25
MI4PP_pos	0.969355875727244	MI4PP	3.1.3.25
MM5ag_pos	0.9417787384325317	MM5ag	3.2.1.113
MM5bg_pos	0.9418250788773636	MM5bg	3.2.1.113
MM5cg_pos	0.9418250788773673	MM5cg	3.2.1.113
MM6B1ag_pos	0.9418250788773673	MM6B1ag	3.2.1.113
MM6B1bg_pos	0.9418250788773678	MM6B1bg	3.2.1.113
MM6B2g_pos	0.9418250788773673	MM6B2g	3.2.1.113
MM6ag_pos	0.9418710200059431	MM6ag	3.2.1.113
MM6bg_pos	0.9417787384325333	MM6bg	3.2.1.113
MM7Ag_pos	0.9418710200059431	MM7Ag	3.2.1.113
MM7B1g_pos	0.9418250788773673	MM7B1g	3.2.1.113
MM7B2g_pos	0.9418250788773633	MM7B2g	3.2.1.113
MM7Cag_pos	0.9417787384325331	MM7Cag	3.2.1.113
MM7Cbg_pos	0.9417787384325361	MM7Cbg	3.2.1.113
MM8Ag_pos	0.9417787384325327	MM8Ag	3.2.1.113
MM8Ber_pos	0.9418250788773671	MM8Ber	3.2.1.113
MM8Cg_pos	0.9417787384325361	MM8Cg	3.2.1.113
MMCDm_pos	1.0206643225379357	MMCDm	4.1.1.9
MMEm_neg	1.0503202973212047	MMEm	5.1.99.1
MMEm_pos	0.9953813568219705	MMEm	5.1.99.1
MMMm_neg	0.9882863193664186	MMMm	5.4.99.2
MMMm_pos	1.0824905527816704	MMMm	5.4.99.2
MMSAD1m_pos	0.9956859173216829	MMSAD1m	1.2.1.27
MMSAD3m_pos	1.0235427018677241	MMSAD3m	1.2.1.27
MTAP_pos	1.008053514420096	MTAP	2.4.2.28
MTHFC_neg	0.951120579283176	MTHFC	3.5.4.9
MTHFC_pos	0.9737287685526761	MTHFC	3.5.4.9
MTHFCm_neg	0.9253066556421784	MTHFCm	3.5.4.9
MTHFCm_pos	0.951120579283176	MTHFCm	3.5.4.9
MTHFD2_neg	0.9037386860837264	MTHFD2	1.5.1.5
MTHFD2_pos	1.0048304351916364	MTHFD2	1.5.1.5
MTHFD2m_neg	0.9963859790312397	MTHFD2m	1.5.1.5
MTHFD2m_pos	0.9990171832195315	MTHFD2m	1.5.1.5
MTHFD_neg	1.0048304351916364	MTHFD	1.5.1.5
MTHFD_pos	0.9037386860837264	MTHFD	1.5.1.5
MTHFDm_neg	0.9990171832195315	MTHFDm	1.5.1.5
MTHFDm_pos	0.9963859790312397	MTHFDm	1.5.1.5
MTHFR3_pos	0.9959447251938892	MTHFR3	1.5.1.20
MTRI_pos	1.0080535144200975	MTRI	5.3.1.23
N3Tg_pos	0.9901147865031117	N3Tg	2.4.1.122
NACASPAH_pos	1.1272989221855647	NACASPAH	3.5.1.15
NACHEX10ly_pos	0.9814698756991862	NACHEX10ly	3.2.1.52
NACHEX11ly_pos	0.9814698756991825	NACHEX11ly	3.2.1.52
NACHEX12ly_pos	0.9814698756991861	NACHEX12ly	3.2.1.52
NACHEX13ly_pos	0.9814698756991862	NACHEX13ly	3.2.1.52
NACHEX14ly_pos	0.9814698756991862	NACHEX14ly	3.2.1.52
NACHEX15ly_pos	0.9814698756991861	NACHEX15ly	3.2.1.52
NACHEX16ly_pos	0.9814698756991789	NACHEX16ly	3.2.1.52
NACHEX17ly_pos	0.9814698756991828	NACHEX17ly	3.2.1.52
NACHEX18ly_pos	0.9814698756991828	NACHEX18ly	3.2.1.52
NACHEX19ly_pos	0.9814698756991859	NACHEX19ly	3.2.1.52
NACHEX1ly_pos	1.00355512641542	NACHEX1ly	3.2.1.52
NACHEX20ly_pos	0.9814698756991829	NACHEX20ly	3.2.1.52
NACHEX21ly_pos	0.9806187871480369	NACHEX21ly	3.2.1.52
NACHEX22ly_pos	0.9806187871480335	NACHEX22ly	3.2.1.52
NACHEX23ly_pos	0.9921322898794315	NACHEX23ly	3.2.1.52
NACHEX24ly_pos	0.992371326250424	NACHEX24ly	3.2.1.52
NACHEX25ly_pos	0.9893358924922016	NACHEX25ly	3.2.1.52
NACHEX26ly_pos	0.993789428745244	NACHEX26ly	3.2.1.52
NACHEX27ly_pos	0.9559208670350213	NACHEX27ly	3.2.1.52
NACHEX2ly_pos	1.0061385261785198	NACHEX2ly	3.2.1.52
NACHEX3ly_pos	1.0032010343326188	NACHEX3ly	3.2.1.52
NACHEX4ly_pos	1.0039347995602521	NACHEX4ly	3.2.1.52
NACHEX5ly_pos	1.0039347995602523	NACHEX5ly	3.2.1.52
NACHEX6ly_pos	1.0041905502316466	NACHEX6ly	3.2.1.52
NACHEX7ly_pos	1.0041905502316468	NACHEX7ly	3.2.1.52
NACHEX8ly_pos	1.004844279089605	NACHEX8ly	3.2.1.52
NACHEX9ly_pos	1.0048442790896048	NACHEX9ly	3.2.1.52
NADH2_u10m_pos	1.0171305403157487	NADH2_u10m	1.6.99.3
NADN_pos	1.0425679455928178	NADN	3.2.2.5
NADNe_pos	1.0	NADNe	3.2.2.5
NADPNe_pos	1.0	NADPNe	3.2.2.6
NAGA2ly_pos	1.0261371961708217	NAGA2ly	3.2.1.49
NAGAly_pos	1.0081969392538532	NAGAly	3.2.1.49
NBAHH_ir_pos	1.0304704345719407	NBAHH_ir	3.4.13.3
NDP10ex_pos	1.0	NDP10ex	3.6.1.6
NDP3ex_pos	1.0	NDP3ex	3.6.1.6
NDP6_pos	1.0010301804445343	NDP6	3.6.1.6
NDP7er_pos	0.9514448325190535	NDP7er	3.6.1.6
NDP7ex_pos	1.0508443340872633	NDP7ex	3.6.1.6
NDP7g_pos	1.0012444183711977	NDP7g	3.6.1.6
NDP8_pos	1.0375001385339913	NDP8	3.6.1.6
NDP8ex_pos	1.050839379267732	NDP8ex	3.6.1.6
NDPK10_neg	0.9965450192679917	NDPK10	2.7.4.6
NDPK10_pos	0.9965450192679917	NDPK10	2.7.4.6
NDPK10n_neg	0.9965450192679917	NDPK10n	2.7.4.6
NDPK10n_pos	0.9965450192679917	NDPK10n	2.7.4.6
NDPK1m_neg	0.9908239900365845	NDPK1m	2.7.4.6
NDPK1m_pos	0.9908239900365845	NDPK1m	2.7.4.6
NDPK1n_neg	0.9658760921151522	NDPK1n	2.7.4.6
NDPK1n_pos	0.9658760921151522	NDPK1n	2.7.4.6
NDPK2m_neg	1.0031805837021268	NDPK2m	2.7.4.6
NDPK2n_neg	1.0218190191519	NDPK2n	2.7.4.6
NDPK2n_pos	1.0218190191519	NDPK2n	2.7.4.6
NDPK3m_pos	0.9833195036706655	NDPK3m	2.7.4.6
NDPK3n_neg	0.9658760921151525	NDPK3n	2.7.4.6
NDPK3n_pos	0.9658760921151525	NDPK3n	2.7.4.6
NDPK4m_pos	0.9680577127148586	NDPK4m	2.7.4.6
NDPK4n_neg	0.9796254308216875	NDPK4n	2.7.4.6
NDPK4n_pos	0.9796254308216875	NDPK4n	2.7.4.6
NDPK5m_pos	0.9964546271650561	NDPK5m	2.7.4.6
NDPK5n_neg	0.9658760921151522	NDPK5n	2.7.4.6
NDPK5n_pos	0.9658760921151522	NDPK5n	2.7.4.6
NDPK6m_neg	1.0011560253688077	NDPK6m	2.7.4.6
NDPK6m_pos	0.9717016837411618	NDPK6m	2.7.4.6
NDPK6n_pos	1.178875569268381	NDPK6n	2.7.4.6
NDPK7m_pos	1.0100980422916293	NDPK7m	2.7.4.6
NDPK7n_neg	0.9658760921151522	NDPK7n	2.7.4.6
NDPK7n_pos	0.9658760921151522	NDPK7n	2.7.4.6
NDPK8m_pos	1.0167243434369626	NDPK8m	2.7.4.6
NDPK8n_neg	0.9823347783102917	NDPK8n	2.7.4.6
NDPK8n_pos	0.9823347783102917	NDPK8n	2.7.4.6
NDPK9_neg	1.0031913449484908	NDPK9	2.7.4.6
NDPK9_pos	1.0031913449484908	NDPK9	2.7.4.6
NDPK9n_neg	0.9965450192679917	NDPK9n	2.7.4.6
NDPK9n_pos	0.9965450192679917	NDPK9n	2.7.4.6
NMNATn_pos	1.020878267167002	NMNATn	2.7.7.1
NNATn_pos	0.9715342763821723	NNATn	2.7.7.18
NNATr_pos	1.0604655095812825	NNATr	2.7.7.18
NNMT_pos	1.0037861367225074	NNMT	2.1.1.1
NORANMT_pos	1.0067178565157742	NORANMT	2.1.1.28
NOS1_pos	1.016731602124387	NOS1	1.14.13.39
NOS2_pos	1.016731602124387	NOS2	1.14.13.39
NP1_pos	1.02140988210203	NP1	3.4.2.1
NRPPHRSULT_pos	1.0057068934370224	NRPPHRSULT	2.8.2.1
NS26T2g_pos	1.006505221870117	NS26T2g	2.4.99.3
NS26Tg_pos	1.0093465860247817	NS26Tg	2.4.99.3
NT5C_pos	1.0147945181900375	NT5C	3.1.3.5
NTD10_pos	1.0328298159096856	NTD10	3.1.3.5
NTD11_pos	1.0193777465813167	NTD11	3.1.3.5
NTD1_pos	1.0286770231413693	NTD1	3.1.3.5
NTD1m_pos	1.0123881539921795	NTD1m	3.1.3.5
NTD2_pos	1.0609289563517375	NTD2	3.1.3.5
NTD2e_pos	1.0505900267224615	NTD2e	3.1.3.5
NTD2m_pos	1.0031805837021268	NTD2m	3.1.3.5
NTD3_pos	1.0451694329365881	NTD3	3.1.3.5
NTD4_pos	1.0612218242610172	NTD4	3.1.3.5
NTD4e_pos	1.0074420707808232	NTD4e	3.1.3.5
NTD5_pos	1.0290699517107702	NTD5	3.1.3.5
NTD5m_pos	0.9980952486690933	NTD5m	3.1.3.5
NTD6_pos	1.0148690577064405	NTD6	3.1.3.5
NTD7_pos	1.0277827176807357	NTD7	3.1.3.5
NTD7e_pos	1.0751120655660966	NTD7e	3.1.3.5
NTD8_pos	0.9898138336128798	NTD8	3.1.3.5
NTD9_pos	1.007340578344462	NTD9	3.1.3.5
NTD9e_pos	1.001423316741016	NTD9e	3.1.3.5
NTP3e_pos	1.0	NTP3e	3.6.1.15
NaKt_pos	1.0087185551991045	NaKt	3.6.3.9
O16G1e_pos	1.000141312491816	O16G1e	3.2.1.10
O16G2e_pos	1.000137444952695	O16G2e	3.2.1.10
OBDHc_pos	0.9797586637888978	OBDHc	1.2.7.2
OCBTm_pos	1.037262051613332	OCBTm	2.1.3.3
OCOAT1m_pos	1.0100493434465012	OCOAT1m	2.8.3.5
OIVD1m_pos	0.9986422330767077	OIVD1m	1.8.1.4
OIVD2m_pos	0.9997975092965988	OIVD2m	1.8.1.4
OIVD3m_pos	1.0008085251667245	OIVD3m	1.8.1.4
OMPDC_pos	1.0669340906875315	OMPDC	4.1.1.23
OPAHir_pos	1.0367038106372182	OPAHir	3.5.2.9
ORNDC_pos	1.0294227773235638	ORNDC	4.1.1.17
ORNTArm_neg	1.0279104012980094	ORNTArm	2.6.1.13
ORNTArm_pos	1.0056131321366377	ORNTArm	2.6.1.13
ORPT_neg	1.06693409068753	ORPT	2.4.2.10
P45011A1m_pos	1.0252458763606662	P45011A1m	1.14.15.67
P45011B11m_pos	1.0212777170243776	P45011B11m	1.14.15.4
P45011B12m_pos	1.019893875337328	P45011B12m	1.14.15.4
P45011B21m_pos	1.0192341065033348	P45011B21m	1.14.15.4
P45017A1r_pos	1.0257001870521902	P45017A1r	1.14.99.9
P45017A2r_pos	1.0257001870521905	P45017A2r	1.14.99.9
P45017A3r_pos	1.0257001870521902	P45017A3r	1.14.99.9
P45017A4r_pos	1.0257001870521902	P45017A4r	1.14.99.9
P45019A1r_pos	1.0205763469345972	P45019A1r	1.14.14.1
P45019A2r_pos	1.0209034587896708	P45019A2r	1.14.14.1
P4501B1r_pos	1.022112569292943	P4501B1r	1.14.14.1
P45021A1r_pos	1.0212777170243776	P45021A1r	1.14.99.10
P45021A2r_pos	1.019893875337328	P45021A2r	1.14.99.10
P45027A11m_pos	1.0256411184241758	P45027A11m	1.14.13.15
P45027A12m_pos	1.0057549533534011	P45027A12m	1.14.13.15
P45027A13m_pos	1.0057549533534011	P45027A13m	1.14.13.15
P45027A14m_pos	1.0271665605597153	P45027A14m	1.14.13.15
P45027A15m_pos	1.0057625026731765	P45027A15m	1.14.13.15
P45027A16m_pos	1.0054692564494188	P45027A16m	1.14.13.15
P4502A6_pos	0.9996666143706405	P4502A6	1.14.14.1
P4502C18_pos	1.0090744609505078	P4502C18	1.14.14.1
P4502C92_pos	0.9998910416023102	P4502C92	1.14.14.1
P4502C93_pos	0.9998910416023102	P4502C93	1.14.14.1
P4502C94_pos	0.9998910416023102	P4502C94	1.14.14.1
P4502C9_pos	0.9998910416023102	P4502C9	1.14.14.1
P4507A1r_pos	1.014562171680435	P4507A1r	1.14.13.17
P5CDm_pos	1.0	P5CDm	1.5.1.12
P5CR_pos	1.151116981409092	P5CR	1.5.1.2
P5CRm_pos	1.1500001820587564	P5CRm	1.5.1.2
P5CRxm_pos	1.1674038801289728	P5CRxm	1.5.1.2
PACCOAL_pos	0.999529984382766	PACCOAL	6.2.1.30
PAFH_pos	1.034348339466246	PAFH	3.1.1.47
PAFHe_pos	1.0499531986632642	PAFHe	3.1.1.47
PCFLOPm_pos	1.0470892711841258	PCFLOPm	3.6.3.1
PCHOLP_hs_pos	1.0	PCHOLP_hs	3.1.4.4
PCHOLPg_hs_pos	1.0	PCHOLPg_hs	3.1.4.4
PCHOLPm_hs_pos	0.9833195036706655	PCHOLPm_hs	3.1.4.4
PCHOLPr_hs_pos	1.0	PCHOLPr_hs	3.1.4.4
PCLAD_pos	1.000068556757092	PCLAD	4.1.1.45
PCm_pos	0.9991140707163512	PCm	6.4.1.1
PDE1_pos	1.0330820522535866	PDE1	3.1.4.17
PDE4_pos	0.9864846123429358	PDE4	3.1.4.17
PDE4n_pos	1.0673513546114688	PDE4n	3.1.4.17
PDHm_pos	1.0546382441018773	PDHm	2.3.1.12
PDX5PO_pos	1.0093746754341628	PDX5PO	1.4.3.5
PEAMNO_pos	0.999529984382766	PEAMNO	1.4.3.6
PEFLIP_pos	1.0217156371886074	PEFLIP	3.6.3.1
PEFLIPm_pos	1.0217326446395518	PEFLIPm	3.6.3.1
PEPCK_pos	0.9480930512959801	PEPCK	4.1.1.32
PEPCKm_pos	0.9501649505642049	PEPCKm	4.1.1.32
PETHCT_pos	1.005833852491629	PETHCT	2.7.7.14
PETOHMm_hs_pos	1.0470892711841264	PETOHMm_hs	2.1.1.17
PETOHMr_hs_pos	1.0160702696281827	PETOHMr_hs	2.1.1.17
PFK26_pos	1.0150875782126947	PFK26	2.7.1.105
PGCD_pos	0.9982060391404318	PGCD	1.1.1.95
PGDI_neg	1.0	PGDI	5.3.99.2
PGDI_pos	1.0054233063840345	PGDI	5.3.99.2
PGISr_neg	1.0	PGISr	5.3.99.4
PGISr_pos	1.003358370115783	PGISr	5.3.99.4
PGI_neg	0.9838954083548809	PGI	5.3.1.9
PGI_pos	1.0217024870126505	PGI	5.3.1.9
PGLYCt_neg	1.0105425851120462	PGLYCt	3.1.3.18
PGLYCt_pos	1.0071609210433723	PGLYCt	3.1.3.18
PGL_pos	0.9751312370805396	PGL	3.1.1.31
PGLc_pos	0.9464956123799488	PGLc	3.1.1.31
PGLer_pos	0.9817483933556455	PGLer	3.1.1.31
PGMT_neg	0.9499048850015704	PGMT	5.4.2.2
PGMT_pos	1.0116530852317274	PGMT	5.4.2.2
PGM_neg	1.0304494394316988	PGM	5.4.2.1
PGM_pos	0.9827838736754075	PGM	5.4.2.1
PGPPT_pos	1.0105425851120462	PGPPT	2.7.8.11
PGPP_hs_pos	1.0105425851120462	PGPP_hs	3.1.3.27
PGS_pos	1.0031257963300593	PGS	1.14.99.1
PGSr_pos	1.0045866063990758	PGSr	1.14.99.1
PHACCOAGLNAC_pos	0.999529984382766	PHACCOAGLNAC	2.3.1.14
PHCDm_pos	1.0016629150714456	PHCDm	1.5.1.12
PHETHPTOX2_pos	1.0	PHETHPTOX2	1.14.16.1
PHYCBOXL_pos	0.999529984382766	PHYCBOXL	4.1.1.28
PHYHx_pos	0.9955048039327532	PHYHx	1.14.11.18
PI345P3P_pos	1.048424104936562	PI345P3P	3.1.3.67
PI345P3Pn_pos	1.0599883068235887	PI345P3Pn	3.1.3.67
PI3P4K_pos	1.0257412568279751	PI3P4K	2.7.1.68
PI3P5K_pos	1.0239228242939524	PI3P5K	2.7.1.68
PI45P3K_pos	1.048424104936562	PI45P3K	2.7.1.153
PI45P3Kn_pos	1.0599883068235858	PI45P3Kn	2.7.1.153
PI45P5P_pos	1.0114960544233254	PI45P5P	3.1.3.36
PI45PLC_pos	1.052804168094752	PI45PLC	3.1.4.11
PI4P3K_pos	1.0386932696948201	PI4P3K	2.7.1.68
PI4P5K_pos	1.0173330971469383	PI4P5K	2.7.1.68
PI4P5Kn_pos	1.0490827185648024	PI4P5Kn	2.7.1.68
PI5P4K_pos	1.0153555163665295	PI5P4K	2.7.1.149
PI5P4Kn_pos	1.0346957832261146	PI5P4Kn	2.7.1.149
PIACGT_pos	0.9992600562407482	PIACGT	2.4.1.198
PIK3_pos	1.0113896818967683	PIK3	2.7.1.137
PIK3er_pos	0.9998240306283769	PIK3er	2.7.1.137
PIK3n_pos	1.0291999813576587	PIK3n	2.7.1.137
PIK4_pos	1.0153555163665295	PIK4	2.7.1.67
PIK4n_pos	1.0165312466863345	PIK4n	2.7.1.67
PIPLC_pos	0.9888831655723924	PIPLC	3.1.4.3
PIPLCn_pos	1.1140452793725504	PIPLCn	3.1.4.3
PLA2_2_pos	0.9936384460971905	PLA2_2	3.1.1.4
PLA2_2e_pos	1.0003655380068208	PLA2_2e	3.1.1.4
PMANM_neg	0.9411868371016363	PMANM	5.4.2.8
PMEVKx_pos	1.0129563382531084	PMEVKx	2.7.4.2
PNP_neg	1.0428246674535213	PNP	3.4.2.1
PPAP_pos	0.9899607556186933	PPAP	3.1.3.4
PPA_pos	0.9871596695771118	PPA	3.6.1.1
PPAer_pos	1.0602569228305265	PPAer	3.6.1.1
PPAm_pos	1.0256789906069292	PPAm	3.6.1.1
PPAn_pos	1.0837808385652294	PPAn	3.6.1.1
PPBNGS_pos	0.9954490744809201	PPBNGS	4.2.1.24
PPCDC_pos	1.0135254129647893	PPCDC	4.1.1.36
PPCOACm_pos	1.0206760427138406	PPCOACm	6.4.1.3
PPCOAOm_pos	0.9772129928069627	PPCOAOm	1.3.99.3
PPDOx_pos	0.9983900221987894	PPDOx	1.1.1.21
PPDOy_pos	1.2513834044360872	PPDOy	1.1.1.21
PPM_neg	0.9954198401892702	PPM	5.4.2.7
PPM_pos	1.044775406348742	PPM	5.4.2.7
PPPGOm_pos	0.9954490744809238	PPPGOm	1.3.3.4
PRDX_pos	1.0129646474666705	PRDX	1.11.1.7
PRDXl_pos	1.0129514558697337	PRDXl	1.11.1.7
PRGNLONESULT_pos	0.993064353554909	PRGNLONESULT	2.8.2.2
PRO1x_pos	1.151116981409092	PRO1x	1.5.1.2
PROD2_pos	1.1132342494989842	PROD2	1.5.99.8
PROD2m_pos	1.0269292128259693	PROD2m	1.5.99.8
PRPNCOAHYDm_pos	0.9772129928069653	PRPNCOAHYDm	4.2.1.17
PSDm_hs_pos	1.0364541711394262	PSDm_hs	4.1.1.65
PSERT_pos	0.9982060391404318	PSERT	2.6.1.52
PSP_L_pos	0.9982060391404318	PSP_L	3.1.3.3
PSSA1_hs_neg	1.0	PSSA1_hs	2.7.8.8
PSSA1_hs_pos	0.9720147723577717	PSSA1_hs	2.7.8.8
